Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
StaminaLossLP3LongDesc,progression,skills,,,Reduces melee weapons stamina costs by -6%.\nReduces melee weapons stamina costs by an additional -6% when not hungry.,,,,,,近接武器のスタミナ消費量を6%減少。\n空腹でなければ近接武器のスタミナ消費量が6%減少。,,,,Снижает затраты выносливости при использовании оружия ближнего боя на -6%.\nСнижает затраты выносливости при использовании оружия ближнего боя на -6% в не голоден.,,近战武器的体力值消耗减少-6%。\n不饿时近战武器的体力值消耗额外减少-6%。,近戰武器的耐力消耗減少 -6%。\n不餓時近戰武器的耐力消耗額外減少 -6%。
StaminaLossLP4LongDesc,progression,skills,,,Reduces melee weapons stamina costs by -8%.\nReduces melee weapons stamina costs by an additional -8% when not hungry.,,,,,,近接武器のスタミナ消費量を8%減少。\n空腹でなければ近接武器のスタミナ消費量が8%減少。,,,,Снижает затраты выносливости при использовании оружия ближнего боя на -8%.\nСнижает затраты выносливости при использовании оружия ближнего боя на -8% в не голоден.,,近战武器的体力值消耗减少-8%。\n不饿时近战武器的体力值消耗额外减少-8%。,近戰武器的耐力消耗減少 -8%。\n不餓時近戰武器的耐力消耗額外減少 -8%。
StaminaLossLP5LongDesc,progression,skills,,,Reduces melee weapons stamina costs by -10%.\nReduces melee weapons stamina costs by an additional -10% when not hungry.\nReduces melee weapons stamina costs by an additional -1% for every 30 levels.,,,,,,近接武器のスタミナ消費量を10%減少。\n空腹でなければ近接武器のスタミナ消費量が10%減少。\n30レベル毎に近接武器のスタミナ消費量が更に1%減少。,,,,Снижает затраты выносливости при использовании оружия ближнего боя на -10%.\nСнижает затраты выносливости при использовании оружия ближнего боя на -10% если не голоден.\nСнижает затраты выносливости при использовании оружия ближнего боя на -1% за каждые 30 уровней.,,近战武器的体力值消耗减少-10%。\n不饿时近战武器的体力值消耗额外减少-10%。\n每30级近战武器的体力值消耗额外减少-1%。,近戰武器的耐力消耗減少 -10%。\n不餓時近戰武器的耐力消耗額外減少 -10%。\n每 30 級近戰武器的耐力消耗額外減少 -1%。

DegradationMLPName,progression,perk,,,Melee Durability,,,,,,近接武器の耐久度,,,,Прочность оружия ближнего боя,,近战武器耐久度,近戰武器耐久度
DegradationMLPDesc,progression,perk,,,"Improves the durability of melee weapons.\nOnly affects fists, knuckles, knives, blades, bats, clubs, sledgehammers, spears and batons.",,,,,,"近接武器の耐久力を向上させる。\n素手、ナックル、ナイフ、ブレード、バット、クラブ、スレッジハンマー、槍、バトンにのみ影響する。",,,,"Увеличивает прочность оружия ближнего боя.\nВлияет только на кулаки, кастеты, ножи, клинки, биты, дубинки, кувалды, копья и дубины.",,"提高近战武器的耐久度。\n仅影响拳头、拳套、刀子、刀剑、球棒、棍棒、大锤、长矛和短棒。","提高近戰武器的耐久度。\n只影響拳頭、指節、刀子、刀刃、球棒、球桿、槌子、長矛和持棍。"
DegradationMLP1Desc,progression,skills,,,\n+4% Melee Weapon Durability\n,,,,,,\n近接武器の耐久力+4%\n,,,,\n+4% к прочности оружия ближнего боя\n,,\n+4%近战武器耐久度\n,\n+4% 近戰武器耐久度\n
DegradationMLP2Desc,progression,skills,,,\n+8% Melee Weapon Durability\n,,,,,,\n近接武器の耐久力+8%\n,,,,\n+8% к прочности оружия ближнего боя\n,,\n+8%近战武器耐久度\n,\n+8% 近戰武器耐久度\n
DegradationMLP3Desc,progression,skills,,,\n+12% Melee Weapon Durability\n,,,,,,\n近接武器の耐久力+12%\n,,,,\n+12% к прочности оружия ближнего боя\n,,\n+12%近战武器耐久度\n,\n+12% 近戰武器耐久度\n
DegradationMLP4Desc,progression,skills,,,\n+16% Melee Weapon Durability\n,,,,,,\n近接武器の耐久力+16%\n,,,,\n+16% к прочности оружия ближнего боя\n,,\n+16%近战武器耐久度\n,\n+16% 近戰武器耐久度\n
DegradationMLP5Desc,progression,skills,,,\n+20% Melee Weapon Durability\n+5% Additional Melee Weapon Durability Every 50 Levels\n,,,,,,\n近接武器の耐久力+20%\n50レベル毎に近接武器の耐久力+5%追加\n,,,,\n+20% к прочности оружия ближнего боя\n+5% Дополнительно к прочности оружия ближнего боя каждые 50 уровней\n,,\n+20%近战武器耐久度\n每50级额外+5%近战武器耐久度\n,\n+20% 近戰武器耐久度\n每 50 級 +5% 額外近戰武器耐久度\n
DegradationMLP1LongDesc,progression,skills,,,Increases melee weapons durability by +4%.,,,,,,近接武器の耐久力が4%増加。,,,,Увеличивает прочность оружия ближнего боя на +4%.,,近战武器的耐久度增加+4%。,近戰武器的耐久度增加 +4%。
DegradationMLP2LongDesc,progression,skills,,,Increases melee weapons durability by +8%.,,,,,,近接武器の耐久力が8%増加。,,,,Увеличивает прочность оружия ближнего боя на +8%.,,近战武器的耐久度增加+8%。,近戰武器的耐久度增加 +8%。
DegradationMLP3LongDesc,progression,skills,,,Increases melee weapons durability by +12%.,,,,,,近接武器の耐久力が12%増加。,,,,Увеличивает прочность оружия ближнего боя на +12%.,,近战武器的耐久度增加+12%。,近戰武器的耐久度增加 +12%。
DegradationMLP4LongDesc,progression,skills,,,Increases melee weapons durability by +16%.,,,,,,近接武器の耐久力が16%増加。,,,,Увеличивает прочность оружия ближнего боя на +16%.,,近战武器的耐久度增加+16%。,近戰武器的耐久度增加 +16%。
DegradationMLP5LongDesc,progression,skills,,,Increases melee weapons durability by +20%.\nIncreases melee weapons durability by an additional +5% for every 50 levels.,,,,,,近接武器の耐久力が20%増加。\n50レベル毎に近接武器の耐久力が更に5%増加。,,,,Увеличивает прочность оружия ближнего боя на +20%.\nУвеличивает прочность оружия ближнего боя на +5% за каждые 50 уровней.,,近战武器的耐久度增加+20%。\n每50级近战武器的耐久度额外增加+5%。,近戰武器的耐久度增加 +20%。\n每 50 級近戰武器的耐久度額外增加 +5%。





ExperienceRLPName,progression,perk,,,Ranged Specialist,,,,,,射撃のスペシャリスト,,,,Стрелок,,远程战斗专家,遠距戰鬥專家
ExperienceRLPDesc,progression,perk,,,"Increases XP gained from killing enemies with ranged weapons.\nOnly affects bows, crossbows, handguns, SMG, shotguns, rifles, machine guns, explosives and rocket launcher.\nOnly affects XP gained from ranged weapon kills.",,,,,,"遠距離武器で敵を倒した時に得られるXPが増加する。\n弓、クロスボウ、ハンドガン、SMG、ショットガン、ライフル、マシンガン、爆発物、ロケットランチャーにのみ影響する。\n遠距離武器による撃破で得られる経験値にのみ影響する。",,,,"Увеличивает опыт, получаемый за убийство врагов с помощью оружия дальнего боя.\nВлияет только на луки, арбалеты, пистолеты, пистолеты-пулеметы, дробовики, винтовки, пулеметы, взрывчатку и ракетную установку.\nВлияет только на опыт, получаемый за убийство с помощью оружия дальнего боя.",,"增加使用远程武器击杀敌人所获得的经验值。\n仅影响弓箭、弩、手枪、SMG、霰弹枪、步枪、机枪、爆炸物和火箭发射器。\n仅影响透过远程武器击杀所获得的经验值。","增加用遠距武器擊殺敵人所獲得的經驗值。\n只影響弓箭、十字弓、手槍、衝鋒槍、散彈獵槍、步槍、機槍、爆炸物和火箭發射器。\n只影響透過遠距武器擊殺所獲得的經驗值。"
ExperienceRLP1Desc,progression,skills,,,\n+5% Ranged Killed XP Gained\n+5% Additional Ranged Killed XP Gained during Nighttime\n,,,,,,\n遠距離攻撃での撃破による経験値+5%\n夜間に遠距離攻撃での撃破による経験値+5%追加\n,,,,\n+5% к опыту за убийство в дальнем бою\n+5% дополнительного опыта за убийства в дальнем бою в ночное время\n,,\n+5%远程武器击杀经验值\n夜晚时额外+5%远程武器击杀经验值\n,\n+5% 遠距武器擊殺經驗值\n夜間時 +5% 額外遠距武器擊殺經驗值\n
ExperienceRLP2Desc,progression,skills,,,\n+10% Ranged Killed XP Gained\n+10% Additional Ranged Killed XP Gained during Nighttime\n,,,,,,\n遠距離攻撃での撃破による経験値+10%\n夜間に遠距離攻撃での撃破による経験値+10%追加\n,,,,\n+10% к опыту за убийство в дальнем бою\n+10% дополнительного опыта за убийства в дальнем бою в ночное время\n,,\n+10%远程武器击杀经验值\n夜晚时额外+10%远程武器击杀经验值\n,\n+10% 遠距武器擊殺經驗值\n夜間時 +10% 額外遠距武器擊殺經驗值\n
ExperienceRLP3Desc,progression,skills,,,\n+15% Ranged Killed XP Gained\n+15% Additional Ranged Killed XP Gained during Nighttime\n,,,,,,\n遠距離攻撃での撃破による経験値+15%\n夜間に遠距離攻撃での撃破による経験値+15%追加\n,,,,\n+15% к опыту за убийство в дальнем бою\n+15% дополнительного опыта за убийства в дальнем бою в ночное время\n,,\n+15%远程武器击杀经验值\n夜晚时额外+15%远程武器击杀经验值\n,\n+15% 遠距武器擊殺經驗值\n夜間時 +15% 額外遠距武器擊殺經驗值\n
ExperienceRLP4Desc,progression,skills,,,\n+20% Ranged Killed XP Gained\n+20% Additional Ranged Killed XP Gained during Nighttime\n,,,,,,\n遠距離攻撃での撃破による経験値+20%\n夜間に遠距離攻撃での撃破による経験値+20%追加\n,,,,\n+20% к опыту за убийство в дальнем бою\n+20% дополнительного опыта за убийства в дальнем бою в ночное время\n,,\n+20%远程武器击杀经验值\n夜晚时额外+20%远程武器击杀经验值\n,\n+20% 遠距武器擊殺經驗值\n夜間時 +20% 額外遠距武器擊殺經驗值\n
ExperienceRLP5Desc,progression,skills,,,+25% Ranged Killed XP Gained\n+25% Additional Ranged Killed XP Gained during Nighttime\n+25% Additional Ranged Stealth Killed XP Gained\n+25% Additional Ranged Headshot Killed XP Gained,,,,,,遠距離攻撃での撃破による経験値+25%\n夜間に遠距離攻撃での撃破による経験値+25%追加\n遠距離攻撃ステルスキルによる獲得経験値+25%追加\n遠距離攻撃ヘッドショットキルによる獲得経験値+25%追加,,,,+25% к опыту за убийство в дальнем бою\n+25% дополнительного опыта за убийства в дальнем бою в ночное время\n+25% дополнительного опыта за скрытные убийства в дальнем бою\n+25% дополнительного опыта за убийства выстрелами в голову в дальнем бою,,+25%远程武器击杀经验值\n夜晚时额外+25%远程武器击杀经验值\n额外+25%远程武器潜行击杀经验值\n额外+25%远程武器爆头击杀经验值,+25% 遠距武器擊殺經驗值\n夜間時 +25% 額外遠距武器擊殺經驗值\n+25% 額外遠距武器偷襲擊殺經驗值\n+25% 額外遠距武器爆頭擊殺經驗值
ExperienceRLP1LongDesc,progression,skills,,,Increases XP gained from killing with ranged weapons by +5%.\nIncreases XP gained from killing with ranged weapons by an additional +5% during nighttime.,,,,,,遠距離武器による撃破で得られる経験値が5%増加。\n夜間での遠距離武器による撃破で得られる経験値が更に5%増加。,,,,Увеличивает опыт за убийства с помощью оружия дальнего боя на +5%.\nУвеличивает опыт за убийство противников с помощью оружия дальнего боя на дополнительные +5% в ночное время.,,使用远程武器击杀所获得的经验值增加+5%。\n夜晚时使用远程武器击杀所获得的经验值额外增加+5%。,使用遠距武器擊殺所獲得的經驗值增加 +5%。\n夜間時使用遠距武器擊殺所獲得的經驗值額外增加 +5%。
ExperienceRLP2LongDesc,progression,skills,,,Increases XP gained from killing with ranged weapons by +10%.\nIncreases XP gained from killing with ranged weapons by an additional +10% during nighttime.,,,,,,遠距離武器による撃破で得られる経験値が10%増加。\n夜間での遠距離武器による撃破で得られる経験値が更に10%増加。,,,,Увеличивает опыт за убийства с помощью оружия дальнего боя на +10%.\nУвеличивает опыт за убийство противников с помощью оружия дальнего боя на дополнительные +10% в ночное время.,,使用远程武器击杀所获得的经验值增加+10%。\n夜晚时使用远程武器击杀所获得的经验值额外增加+10%。,使用遠距武器擊殺所獲得的經驗值增加 +10%。\n夜間時使用遠距武器擊殺所獲得的經驗值額外增加 +10%。
ExperienceRLP3LongDesc,progression,skills,,,Increases XP gained from killing with ranged weapons by +15%.\nIncreases XP gained from killing with ranged weapons by an additional +15% during nighttime.,,,,,,遠距離武器による撃破で得られる経験値が15%増加。\n夜間での遠距離武器による撃破で得られる経験値が更に15%増加。,,,,Увеличивает опыт за убийства с помощью оружия дальнего боя на +15%.\nУвеличивает опыт за убийство противников с помощью оружия дальнего боя на дополнительные +15% в ночное время.,,使用远程武器击杀所获得的经验值增加+15%。\n夜晚时使用远程武器击杀所获得的经验值额外增加+15%。,使用遠距武器擊殺所獲得的經驗值增加 +15%。\n夜間時使用遠距武器擊殺所獲得的經驗值額外增加 +15%。
ExperienceRLP4LongDesc,progression,skills,,,Increases XP gained from killing with ranged weapons by +20%.\nIncreases XP gained from killing with ranged weapons by an additional +20% during nighttime.,,,,,,遠距離武器による撃破で得られる経験値が20%増加。\n夜間での遠距離武器による撃破で得られる経験値が更に20%増加。,,,,Увеличивает опыт за убийства с помощью оружия дальнего боя на +20%.\nУвеличивает опыт за убийство противников с помощью оружия дальнего боя на дополнительные +20% в ночное время.,,使用远程武器击杀所获得的经验值增加+20%。\n夜晚时使用远程武器击杀所获得的经验值额外增加+20%。,使用遠距武器擊殺所獲得的經驗值增加 +20%。\n夜間時使用遠距武器擊殺所獲得的經驗值額外增加 +20%。
ExperienceRLP5LongDesc,progression,skills,,,Increases XP gained from killing with ranged weapons by +25%.\nIncreases XP gained from killing with ranged weapons by an additional +25% during nighttime.\nIncreases XP gained from stealth kills with ranged weapons by an additional +25%.\nIncreases XP gained from headshot kills with ranged weapons by an additional +25%.,,,,,,遠距離武器による撃破で得られる経験値が25%増加。\n夜間での遠距離武器による撃破で得られる経験値が更に25%増加。\n遠距離武器によるステルスキルで経験値が25%増加。\n遠距離武器によるヘッドショットキルで経験値が25%増加。,,,,Увеличивает опыт за убийства с помощью оружия дальнего боя на +25%.\nУвеличивает опыт за убийство противников с помощью оружия дальнего боя на дополнительные +25% в ночное время.\nУвеличивает опыт скрытных убийств с помощью оружия дальнего боя на +25%.\nУвеличивает опыт убийств выстрелами в голову с использованием оружия дальнего боя на +25%.,,使用远程武器击杀所获得的经验值增加+25%。\n夜晚时使用远程武器击杀所获得的经验值额外增加+25%。\n使用远程武器潜行击杀所获得的经验值额外增加+25%。\n使用远程武器爆头击杀所获得的经验值额外增加+25%。,使用遠距武器擊殺所獲得的經驗值增加 +25%。\n夜間時使用遠距武器擊殺所獲得的經驗值額外增加 +25%。\n使用遠距武器偷襲擊殺所獲得的經驗值額外增加 +25%。\n使用遠距武器爆頭擊殺所獲得的經驗值額外增加 +25%。

BowsLPName,progression,perk,,,Bows,,,,,,弓,,,,Луки,,弓箭,弓箭
BowsLPDesc,progression,perk,,,Mastering the effectiveness of bow and crossbow weapons.\nGain temporarily buffs per enemy killed.\nBuffs effect lasts 8 seconds and doesn't stack.\nStack with 'Archery'.,,,,,,弓とクロスボウの効果を最大限に引き出す。\n撃破毎に一時的にバフを得る。\nバフの効果は8秒間持続し、スタックはしない。\n『アーチェリー』と重複可能。,,,,Освоение эффективности лука и арбалета.\nПолучайте временные баффы за каждого убитого врага.\nЭффект баффов длится 8 секунд и не суммируется.\nЭффект складывается с 'Стрельба из лука'.,,精通弓箭和弩武器的有效性。\n击杀敌人会获得暂时增益。\n增益效果持续8秒，且不叠加。\n可与‘弓术’叠加。,掌握弓箭和十字弓武器的有效性。\n擊殺敵人會獲得暫時增益。\n增益效果持續 8 秒，且不疊加。\n可與「箭術」疊加。
BowsLP1Desc,progression,skills,,,"\n+5% Bow and Crossbow Damage\n-5% Bow and Crossbow Target Armor Ignored\nBow and Crossbow Efficiency\n",,,,,,"\n弓とクロスボウのダメージ+5%\n弓とクロスボウの鎧は無視される-5%\n弓とクロスボウの効率を向上\n",,,,"\n+5% к урону от лука и арбалета\n-5% Игнорируется броня цели при использовании лука и арбалета\nЭффективность лука и арбалета\n",,"\n+5%弓箭和弩伤害\n-5%弓箭和弩护甲防护无视\n弓箭和弩效率\n","\n+5% 弓箭和十字弓傷害\n-5% 弓箭和十字弓護甲忽略\n弓箭和十字弓效率\n"
BowsLP2Desc,progression,skills,,,"\n+10% Bow and Crossbow Damage\n-10% Bow and Crossbow Target Armor Ignored\nBow and Crossbow Efficiency\n",,,,,,"\n弓とクロスボウのダメージ+10%\n弓とクロスボウの鎧は無視される-10%\n弓とクロスボウの効率を向上\n",,,,"\n+10% к урону от лука и арбалета\n-10% Игнорируется броня цели при использовании лука и арбалета\nЭффективность лука и арбалета\n",,"\n+10%弓箭和弩伤害\n-10%弓箭和弩护甲防护无视\n弓箭和弩效率\n","\n+10% 弓箭和十字弓傷害\n-10% 弓箭和十字弓護甲忽略\n弓箭和十字弓效率\n"
BowsLP3Desc,progression,skills,,,"\n+15% Bow and Crossbow Damage\n-15% Bow and Crossbow Target Armor Ignored\nBow and Crossbow Efficiency\n",,,,,,"\n弓とクロスボウのダメージ+15%\n弓とクロスボウの鎧は無視される-15%\n弓とクロスボウの効率を向上\n",,,,"\n+15% к урону от лука и арбалета\n-15% Игнорируется броня цели при использовании лука и арбалета\nЭффективность лука и арбалета\n",,"\n+15%弓箭和弩伤害\n-15%弓箭和弩护甲防护无视\n弓箭和弩效率\n","\n+15% 弓箭和十字弓傷害\n-15% 弓箭和十字弓護甲忽略\n弓箭和十字弓效率\n"
BowsLP4Desc,progression,skills,,,"\n+20% Bow and Crossbow Damage\n-20% Bow and Crossbow Target Armor Ignored\nBow and Crossbow Efficiency\n",,,,,,"\n弓とクロスボウのダメージ+20%\n弓とクロスボウの鎧は無視される-20%\n弓とクロスボウの効率を向上\n",,,,"\n+20% к урону от лука и арбалета\n-20% Игнорируется броня цели при использовании лука и арбалета\nЭффективность лука и арбалета\n",,"\n+20%弓箭和弩伤害\n-20%弓箭和弩护甲防护无视\n弓箭和弩效率\n","\n+20% 弓箭和十字弓傷害\n-20% 弓箭和十字弓護甲忽略\n弓箭和十字弓效率\n"
BowsLP5Desc,progression,skills,,,"+25% Bow and Crossbow Damage\n-25% Bow and Crossbow Target Armor Ignored\nBow and Crossbow Efficiency\n-33% Visibility and Action Noise Reduction per Killed",,,,,,"弓とクロスボウのダメージ+25%\n弓とクロスボウの鎧は無視される-25%\n弓とクロスボウの効率を向上\n撃破につき可視性と動作音-33%",,,,"+25% к урону от лука и арбалета\n-25% Игнорируется броня цели при использовании лука и арбалета\nЭффективность лука и арбалета\n-33% незаметность и снижен уровень шума за убитого",,"+25%弓箭和弩伤害\n-25%弓箭和弩护甲防护无视\n弓箭和弩效率\n每击杀-33%可见度和动作噪音","+25% 弓箭和十字弓傷害\n-25% 弓箭和十字弓護甲忽略\n弓箭和十字弓效率\n每擊殺 -33% 能見度和動作噪音"
BowsLP1LongDesc,progression,skills,,,"Increases bows and crossbows damage dealt by +5%.\nIgnored target armor with bows and crossbows by -5%.\nIncreases bows aiming and drawing speed by +5%, and crossbows damage dealt by an additional +10% to unaware target.",,,,,,"弓とクロスボウのダメージが5%増加。\n弓とクロスボウのターゲットアーマーを5%無視。\n弓の精度、引き絞り速度が5%増加、そして無警戒の対象へのクロスボウのダメージが更に10%増加。",,,,"Увеличивает урон, наносимый луками и арбалетами, на +5%.\nИгнорируется броня цели при использовании лука и арбалета на -5%.\nУвеличивает скорость прицеливания и натягивания тетивы лука на +5%, а также урон, наносимый арбалетами по ничего не подозревающим целям на +10%.",,"弓箭和弩的伤害增加+5%。\n弓箭和弩对护甲防护的无视-5%。\n弓箭的瞄准和抽箭速度增加+5%，和弩对未察觉的目标的伤害额外增加+10%。","弓箭和十字弓的傷害增加 +5%。\n弓箭和十字弓對護甲的忽略 -5%。\n弓箭的瞄準和拉弓速度增加 +5%，和十字弓對未察覺的目標的傷害額外增加 +10%。"
BowsLP2LongDesc,progression,skills,,,"Increases bows and crossbows damage dealt by +10%.\nIgnored target armor with bows and crossbows by -10%.\nIncreases bows aiming and drawing speed by +10%, and crossbows damage dealt by an additional +20% to unaware target.",,,,,,"弓とクロスボウのダメージが10%増加。\n弓とクロスボウのターゲットアーマーを10%無視。\n弓の精度、引き絞り速度が10%増加、そして無警戒の対象へのクロスボウのダメージが更に20%増加。",,,,"Увеличивает урон, наносимый луками и арбалетами, на +10%.\nИгнорируется броня цели при использовании лука и арбалета на -10%.\nУвеличивает скорость прицеливания и натягивания тетивы лука на +10%, а также урон, наносимый арбалетами по ничего не подозревающим целям на +20%.",,"弓箭和弩的伤害增加+10%。\n弓箭和弩对护甲防护的无视-10%。\n弓箭的瞄准和抽箭速度增加+10%，和弩对未察觉的目标的伤害额外增加+20%。","弓箭和十字弓的傷害增加 +10%。\n弓箭和十字弓對護甲的忽略 -10%。\n弓箭的瞄準和拉弓速度增加 +10%，和十字弓對未察覺的目標的傷害額外增加 +20%。"
BowsLP3LongDesc,progression,skills,,,"Increases bows and crossbows damage dealt by +15%.\nIgnored target armor with bows and crossbows by -15%.\nIncreases bows aiming and drawing speed by +15%, and crossbows damage dealt by an additional +30% to unaware target.",,,,,,"弓とクロスボウのダメージが15%増加。\n弓とクロスボウのターゲットアーマーを15%無視。\n弓の精度、引き絞り速度が15%増加、そして無警戒の対象へのクロスボウのダメージが更に30%増加。",,,,"Увеличивает урон, наносимый луками и арбалетами, на +15%.\nИгнорируется броня цели при использовании лука и арбалета на -15%.\nУвеличивает скорость прицеливания и натягивания тетивы лука на +15%, а также урон, наносимый арбалетами по ничего не подозревающим целям на +30%.",,"弓箭和弩的伤害增加+15%。\n弓箭和弩对护甲防护的无视-15%。\n弓箭的瞄准和抽箭速度增加+15%，和弩对未察觉的目标的伤害额外增加+30%。","弓箭和十字弓的傷害增加 +15%。\n弓箭和十字弓對護甲的忽略 -15%。\n弓箭的瞄準和拉弓速度增加 +15%，和十字弓對未察覺的目標的傷害額外增加 +30%。"
BowsLP4LongDesc,progression,skills,,,"Increases bows and crossbows damage dealt by +20%.\nIgnored target armor with bows and crossbows by -20%.\nIncreases bows aiming and drawing speed by +20%, and crossbows damage dealt by an additional +40% to unaware target.",,,,,,"弓とクロスボウのダメージが20%増加。\n弓とクロスボウのターゲットアーマーを20%無視。\n弓の精度、引き絞り速度が20%増加、そして無警戒の対象へのクロスボウのダメージが更に40%増加。",,,,"Увеличивает урон, наносимый луками и арбалетами, на +20%.\nИгнорируется броня цели при использовании лука и арбалета на -20%.\nУвеличивает скорость прицеливания и натягивания тетивы лука на +20%, а также урон, наносимый арбалетами по ничего не подозревающим целям на +40%.",,"弓箭和弩的伤害增加+20%。\n弓箭和弩对护甲防护的无视-20%。\n弓箭的瞄准和抽箭速度增加+20%，和弩对未察觉的目标的伤害额外增加+40%。","弓箭和十字弓的傷害增加 +20%。\n弓箭和十字弓對護甲的忽略 -20%。\n弓箭的瞄準和拉弓速度增加 +20%，和十字弓對未察覺的目標的傷害額外增加 +40%。"
BowsLP5LongDesc,progression,skills,,,"Increases bows and crossbows damage dealt by +25%.\nIgnored target armor with bows and crossbows by -25%.\nIncreases bows aiming and drawing speed by +25%, and crossbows damage dealt by an additional +50% to unaware target.\nTemporarily gain visibility and action noise reduction by -33% per kills with bows or crossbows.",,,,,,"弓とクロスボウのダメージが25%増加。\n弓とクロスボウのターゲットアーマーを25%無視。\n弓の精度、引き絞り速度が25%増加、そして無警戒の対象へのクロスボウのダメージが更に50%増加。\n弓かクロスボウで撃破する毎に一時的に可視性と動作音が33%減少。",,,,"Увеличивает урон, наносимый луками и арбалетами, на +25%.\nИгнорируется броня цели при использовании лука и арбалета на -25%.\nУвеличивает скорость прицеливания и натягивания тетивы лука на +25%, а также урон, наносимый арбалетами по ничего не подозревающим целям на +50%.\nВременно улучшена незаметность и снижен уровень шума на -33% за убийство при помощи луков или арбалетов.",,"弓箭和弩的伤害增加+25%。\n弓箭和弩对护甲防护的无视-25%。\n弓箭的瞄准和抽箭速度增加+25%，和弩对未察觉的目标的伤害额外增加+50%。\n每次弓箭和弩的击杀将暂时地降低-33%可见度和动作噪音。","弓箭和十字弓的傷害增加 +25%。\n弓箭和十字弓對護甲的忽略 -25%。\n弓箭的瞄準和拉弓速度增加 +25%，和十字弓對未察覺的目標的傷害額外增加 +50%。\n每次弓箭和十字弓的擊殺將暫時地降低 -33% 能見度和動作噪音。"

HandgunsLPName,progression,perk,,,Handguns,,,,,,ハンドガン,,,,Пистолеты,,手枪,手槍
HandgunsLPDesc,progression,perk,,,Mastering the effectiveness of handgun and SMG weapons.\nGain temporarily buffs per enemy killed.\nBuffs effect lasts 7 seconds and can stack up to 3 times.\nStack with 'Gunslinger'.,,,,,,ハンドガンとSMGの効果を最大限に引き出す。\n撃破毎に一時的にバフを得る。\nバフ効果は7秒間持続し最大3回までスタック可能。\n『ガンスリンガー』と重複可能。,,,,Освоение эффективности пистолетов и пистолетов-пулеметов.\nПолучайте временные баффы за каждого убитого врага.\nЭффект баффов длится 7 секунд и может суммироваться до 3 раз.\nЭффект складывается с 'Меткий стрелок'.,,精通手枪和SMG武器的有效性。\n击杀敌人会获得暂时增益。\n增益效果持续7秒，最多可叠加3次。\n可与‘枪手’叠加。,掌握手槍和衝鋒槍武器的有效性。\n擊殺敵人會獲得暫時增益。\n增益效果持續 7 秒，最多可疊加 3 次。\n可與「神槍手」疊加。
HandgunsLP1Desc,progression,skills,,,\n+5% Handgun and SMG Damage\n+6% Handgun and SMG Reload Speed\n,,,,,,\nハンドガンとSMGのダメージ+5%\nハンドガンとSMGのリロード速度+6%\n,,,,\n+5% к урону от пистолетов и ПП\n+6% к скорости перезарядки пистолетов и ПП\n,,\n+5%手枪和SMG伤害\n+6%手枪和SMG重新装填速度\n,\n+5% 手槍和衝鋒槍傷害\n+6% 手槍和衝鋒槍重新載入速度\n
HandgunsLP2Desc,progression,skills,,,\n+10% Handgun and SMG Damage\n+12% Handgun and SMG Reload Speed\n,,,,,,\nハンドガンとSMGのダメージ+10%\nハンドガンとSMGのリロード速度+12%\n,,,,\n+10% к урону от пистолетов и ПП\n+12% к скорости перезарядки пистолетов и ПП\n,,\n+10%手枪和SMG伤害\n+12%手枪和SMG重新装填速度\n,\n+10% 手槍和衝鋒槍傷害\n+12% 手槍和衝鋒槍重新載入速度\n
HandgunsLP3Desc,progression,skills,,,\n+15% Handgun and SMG Damage\n+18% Handgun and SMG Reload Speed\n,,,,,,\nハンドガンとSMGのダメージ+15%\nハンドガンとSMGのリロード速度+18%\n,,,,\n+15% к урону от пистолетов и ПП\n+18% к скорости перезарядки пистолетов и ПП\n,,\n+15%手枪和SMG伤害\n+18%手枪和SMG重新装填速度\n,\n+15% 手槍和衝鋒槍傷害\n+18% 手槍和衝鋒槍重新載入速度\n
HandgunsLP4Desc,progression,skills,,,\n+20% Handgun and SMG Damage\n+24% Handgun and SMG Reload Speed\n,,,,,,\nハンドガンとSMGのダメージ+20%\nハンドガンとSMGのリロード速度+24%\n,,,,\n+20% к урону от пистолетов и ПП\n+24% к скорости перезарядки пистолетов и ПП\n,,\n+20%手枪和SMG伤害\n+24%手枪和SMG重新装填速度\n,\n+20% 手槍和衝鋒槍傷害\n+24% 手槍和衝鋒槍重新載入速度\n
HandgunsLP5Desc,progression,skills,,,\n+25% Handgun and SMG Damage\n+30% Handgun and SMG Reload Speed\n+10% Handgun and SMG Damage per Killed\n,,,,,,\nハンドガンとSMGのダメージ+25%\nハンドガンとSMGのリロード速度+30%\nハンドガンとSMGで撃破毎にダメージ+10%\n,,,,\n+25% к урону от пистолетов и ПП\n+30% к скорости перезарядки пистолетов и ПП\n+10% к урону от пистолетов и ПП за убитого\n,,\n+25%手枪和SMG伤害\n+30%手枪和SMG重新装填速度\n每击杀+10%手枪和SMG伤害\n,\n+25% 手槍和衝鋒槍傷害\n+30% 手槍和衝鋒槍重新載入速度\n每擊殺 +10% 手槍和衝鋒槍傷害\n
